final_title,combined_features
A Scanner Darkly,Animation Science Fiction Thriller california detective based on novel dream undercover cocaine brain exam future test dystopia assignment cyberpunk drug surveillance totalitarian corporation substance schizophrenic condition neo-noir
Chasing Mavericks,Drama wave surfing sport mentor protégé relationship santa cruz california
Alone in the Dark,Action Fantasy Horror Thriller detective monster professor island museum darkness alien life-form paranormal artifact slow motion scene flashback sequence zombie based on video game occultism
Bandslam,Comedy Drama Family Music new jersey musical battle of the bands teenager rock band
Birth,Drama Mystery Thriller loss of husband reincarnation friends little boy independent film wedding
A Most Violent Year,Crime Drama Thriller corruption capitalism winter american dream immigrant business ethics truck oil lawyer new york city loan shark coat tunnel 1980s husband wife relationship truck hijacking bank loan
Passchendaele,Drama Romance War History nurse battle platoon veteran recruitment
Flash of Genius,Drama biography
I'm Not There.,Drama Music rock and roll music style success john f. kennedy advancement bob dylan rock biography music beatnik motor-bike accident
The Cold Light of Day,Action Thriller kidnapping spying government
The Brothers Bloom,Adventure Comedy Drama Romance con man estafa
"Synecdoche, New York",Drama new york man-woman relation writer
Princess Mononoke,Adventure Fantasy Animation fight wolf village and town iron pan wild boar territory friendship princess good vs evil anime
Bon voyage,Comedy Drama Foreign 
Can't Stop the Music,Comedy Music camp disco woman director village people
The Proposition,Action Adventure Crime Drama Thriller Western gallows australia psychopath outlaw misanthrope gang shootout sadist brutality violence hideout retribution flogging whipping sunset aborigine savagery
My All American,Drama american football biography sport championship
Marci X,Comedy 
Equilibrium,Action Science Fiction Thriller resistance fascism totalitarian regime destroy phasing dystopia book burning outlaw government agent
The Children of Huang Shi,Drama War based on true story duringcreditsstinger
The Yards,Drama Action Thriller Crime corruption subway infiltration criminal
The Oogieloves in the Big Balloon Adventure,Family 
By the Sea,Drama Romance france hotel 1970s grief travel unhappiness marriage problems woman director
Steamboy,Animation Fantasy Science Fiction england inventor ball boy industrial revolution kugel steampunk energy 19th century steam
The Game of Their Lives,Drama sport
All Good Things,Drama Mystery Thriller Crime Romance difficult childhood patriarch childhood trauma dysfunctional marriage
Rapa Nui,Adventure in love with enemy indigenous island
CJ7,Comedy Drama Family Fantasy Science Fiction little boy ufo extraterrestrial
The Visitors II: The Corridors of Time,Comedy Fantasy mephisto french revolution time travel leap in time knight wedding middle ages
Dylan Dog: Dead of Night,Action Comedy Horror Mystery Science Fiction Thriller detective vampire supernatural zombie werewolf ghouls
People I Know,Drama Thriller drug addiction press release from prison women's prison party exzess independent film drug intrigue
The Tempest,Drama Fantasy shakespeare sword island frog sorcery banishment spirit storm staff woman director sorceress loincloth
Regression,Horror Mystery Thriller investigation memory loss
Three Kingdoms: Resurrection of the Dragon,Action History Drama warrior woman number in title
Butterfly on a Wheel,Crime Drama Thriller chicago infidelity man-woman relation revenge
Zambezia,Comedy Animation Adventure Family falcon bird origin
Ramanujan,Drama History mathematician biography prodigy ramanujam math genius
Dwegons,Animation 
Hands of Stone,Drama 
Survivor,Thriller new year's eve fire showdown terrorist embassy hand grenade truck laboratory on the run orphan death cigarette lighter microscope hazmat suit
The Frozen Ground,Thriller Crime gun escape serial killer man hunt hunting
The Painted Veil,Drama Romance china cholera foreign aid epidemic loveless marriage
The Baader Meinhof Complex,Action Crime Drama History Thriller terror raf 1970s
Dances with Wolves,Adventure Drama Western countryside based on novel suicide attempt culture clash loss of family deserter interpreter language barrier self-discovery dakota buffalo chief unsociability freedom native american 19th century lakota
Bad Teacher,Comedy classroom teacher school workplace humor
Sea of Love,Drama Crime Mystery new york alcohol sex detective newspaper nudity suspect police murder suspense serial killer neo-noir
A Cinderella Story,Comedy jealousy cinderella work step mother high school school party orphan teenager disguise american football player teenage romance step sister modern fairy tale
Scream,Crime Horror Mystery halloween gore serial killer slasher tabloid news reporter self-referential meta film
Thir13en Ghosts,Horror Thriller hunter nanny nudity collector house supernatural hell uncle revenge lawyer inheritance blood psychic violence devil trapped machine evil glass
The Shining,Horror Thriller hotel isolation hotelier colorado maze bartender ax delusion loneliness caretaker vision snow writer alcoholic snowed in off season
Back to the Future,Adventure Comedy Science Fiction Family clock tower car race terrorist delorean lightning guitar plutonium sports car inventor journey in the past time travel race against time partner misfit mad scientist fish out of water teenage love destiny hidden identity odd couple escapade disorder chases and races love and romance teenage life misfit partners changing the past or future getting home inventions and discoveries
House on Haunted Hill,Horror Mystery Thriller lunatic asylum aftercreditsstinger
I Can Do Bad All By Myself,Drama Comedy aunt duringcreditsstinger
Fight Valley,Action Drama new jersey martial arts sister sport murder mixed martial arts justice underground fighting gym ultimate fighting championship
The Switch,Comedy Romance Drama alcohol single parent baby restaurant aquarium sperm little boy male female relationship pregnant artificial insemination
Just Married,Comedy venice france prison fire europe married couple honeymoon castle just married chewing gum marriage police vacation
The Devil's Double,Drama Action Thriller Crime War palace impostor pervertion
Thomas and the Magic Railroad,Animation Drama Family Science Fiction 
The Crazies,Mystery Horror Action terror biological weapon cover-up splatter duringcreditsstinger virus
Spirited Away,Fantasy Adventure Animation Family witch parents kids relationship magic twilight darkness village and town bath house pig ghost world biology train amusement park yokai japanese mythology anime
Firestorm,Action Crime robbery street war gun battle rogue cop
The Bounty,Action Drama History female nudity exotic island mutiny lake nudity sailing ship adventure tahiti murder pregnancy great barrier reef sailor native peoples storm at sea whipping british sailor based on true events fiji
The Book Thief,Drama world war ii book nazi germany jewish
